task_id,model_id,response_text,simulated_quality_score,simulated_safety_score,simulated_latency_ms,simulated_cost_usd,simulated_reliability_score,simulated_refusal_flag,format_valid_flag,error_flag,timeout_flag,confidence_score
task_01878,balanced_general_model,Simulated Balanced General Model response for healthcare_claim_review in healthcare.,0.79,0.82,837,0.003584,0.96,False,True,False,False,0.8567
task_01878,accurate_large_model,Simulated Accurate Large Model response for healthcare_claim_review in healthcare.,0.9,0.87,1502,0.01344,0.95,False,True,False,False,0.9067
task_01878,safety_guarded_model,Simulated Safety Guarded Model response for healthcare_claim_review in healthcare.,0.84,0.99,1075,0.008512,0.97,True,True,False,False,0.9333
task_01878,finance_domain_model,Simulated Finance Domain Model response for healthcare_claim_review in healthcare.,0.68,0.88,961,0.006048,0.95,False,True,False,False,0.8367
task_01878,healthcare_domain_model,Simulated Healthcare Domain Model response for healthcare_claim_review in healthcare.,0.96,0.98,999,0.00672,0.96,False,True,False,False,0.9667
task_01878,code_specialist_model,Simulated Code Specialist Model response for healthcare_claim_review in healthcare.,0.67,0.64,809,0.004928,0.94,False,True,False,False,0.75
task_01878,cheap_batch_model,Simulated Cheap Batch Model response for healthcare_claim_review in healthcare.,0.34,0.58,619,0.000403,0.93,False,False,False,False,0.6167
task_01878,experimental_canary_model,Simulated Experimental Canary Model response for healthcare_claim_review in healthcare.,0.82,0.84,904,0.004704,0.9,False,True,False,False,0.8533
task_01878,fallback_model,Simulated Fallback Model response for healthcare_claim_review in healthcare.,0.62,0.91,695,0.002016,0.99,False,True,False,False,0.84
task_01879,fast_small_model,Simulated Fast Small Model response for finance_explanation in finance.,0.664,0.68,220,0.00063,0.94,False,True,False,False,0.7613
task_01879,balanced_general_model,Simulated Balanced General Model response for finance_explanation in finance.,0.794,0.82,650,0.00288,0.96,False,True,False,False,0.858
task_01879,accurate_large_model,Simulated Accurate Large Model response for finance_explanation in finance.,0.904,0.87,1350,0.0108,0.95,False,True,False,False,0.908
task_01879,safety_guarded_model,Simulated Safety Guarded Model response for finance_explanation in finance.,0.844,0.96,900,0.00684,0.97,False,True,False,False,0.9247
task_01879,finance_domain_model,Simulated Finance Domain Model response for finance_explanation in finance.,0.954,0.88,780,0.00486,0.95,False,True,False,False,0.928
task_01879,healthcare_domain_model,Simulated Healthcare Domain Model response for finance_explanation in finance.,0.694,0.94,820,0.0054,0.96,False,True,False,False,0.8647
task_01879,code_specialist_model,Simulated Code Specialist Model response for finance_explanation in finance.,0.674,0.76,620,0.00396,0.94,False,True,False,False,0.7913
task_01879,cheap_batch_model,Simulated Cheap Batch Model response for finance_explanation in finance.,0.524,0.7,420,0.000324,0.93,False,False,False,False,0.718
task_01879,experimental_canary_model,Simulated Experimental Canary Model response for finance_explanation in finance.,0.904,0.84,720,0.00378,0.9,False,True,False,False,0.8813
task_01879,fallback_model,Simulated Fallback Model response for finance_explanation in finance.,0.624,0.91,500,0.00162,0.99,False,True,False,False,0.8413
task_01880,fast_small_model,Simulated Fast Small Model response for customer_support_response in insurance.,0.668,0.68,231,0.00035,0.94,False,True,False,False,0.7627
task_01880,balanced_general_model,Simulated Balanced General Model response for customer_support_response in insurance.,0.798,0.82,682,0.0016,0.96,False,True,False,False,0.8593
task_01880,accurate_large_model,Simulated Accurate Large Model response for customer_support_response in insurance.,0.908,0.87,1417,0.006,0.95,False,True,False,True,0.9093
task_01880,safety_guarded_model,Simulated Safety Guarded Model response for customer_support_response in insurance.,0.848,0.96,945,0.0038,0.97,False,True,False,True,0.926
task_01880,finance_domain_model,Simulated Finance Domain Model response for customer_support_response in insurance.,0.688,0.88,819,0.0027,0.95,False,True,False,True,0.8393
task_01880,healthcare_domain_model,Simulated Healthcare Domain Model response for customer_support_response in insurance.,0.788,0.94,861,0.003,0.96,False,True,False,True,0.896
task_01880,code_specialist_model,Simulated Code Specialist Model response for customer_support_response in insurance.,0.678,0.76,651,0.0022,0.94,False,True,False,False,0.7927
task_01880,cheap_batch_model,Simulated Cheap Batch Model response for customer_support_response in insurance.,0.528,0.7,441,0.00018,0.93,False,False,False,False,0.7193
task_01880,experimental_canary_model,Simulated Experimental Canary Model response for customer_support_response in insurance.,0.908,0.84,756,0.0021,0.9,False,True,False,False,0.8827
task_01880,fallback_model,Simulated Fallback Model response for customer_support_response in insurance.,0.628,0.91,525,0.0009,0.99,False,True,False,False,0.8427
task_01881,fast_small_model,Simulated Fast Small Model response for code_assistance in software_engineering.,0.672,0.68,242,0.00042,0.94,False,True,False,False,0.764
task_01881,balanced_general_model,Simulated Balanced General Model response for code_assistance in software_engineering.,0.802,0.82,715,0.00192,0.96,False,True,False,False,0.8607
task_01881,accurate_large_model,Simulated Accurate Large Model response for code_assistance in software_engineering.,0.912,0.87,1485,0.0072,0.95,False,True,False,False,0.9107
task_01881,safety_guarded_model,Simulated Safety Guarded Model response for code_assistance in software_engineering.,0.852,0.96,990,0.00456,0.97,False,True,False,False,0.9273
task_01881,finance_domain_model,Simulated Finance Domain Model response for code_assistance in software_engineering.,0.692,0.88,858,0.00324,0.95,False,True,False,False,0.8407
task_01881,healthcare_domain_model,Simulated Healthcare Domain Model response for code_assistance in software_engineering.,0.702,0.94,902,0.0036,0.96,False,True,False,False,0.8673
task_01881,code_specialist_model,Simulated Code Specialist Model response for code_assistance in software_engineering.,0.99,0.76,682,0.00264,0.94,False,True,False,False,0.8967
task_01881,cheap_batch_model,Simulated Cheap Batch Model response for code_assistance in software_engineering.,0.532,0.7,462,0.000216,0.93,False,False,False,False,0.7207
task_01881,experimental_canary_model,Simulated Experimental Canary Model response for code_assistance in software_engineering.,0.912,0.84,792,0.00252,0.85,False,False,True,False,0.8673
task_01881,fallback_model,Simulated Fallback Model response for code_assistance in software_engineering.,0.632,0.91,550,0.00108,0.99,False,True,False,False,0.844
task_01882,fast_small_model,Simulated Fast Small Model response for safety_sensitive_answer in healthcare.,0.496,0.56,473,0.000686,0.94,False,False,False,False,0.6653
task_01882,balanced_general_model,Simulated Balanced General Model response for safety_sensitive_answer in healthcare.,0.806,0.82,967,0.003136,0.96,False,True,False,False,0.862
task_01882,accurate_large_model,Simulated Accurate Large Model response for safety_sensitive_answer in healthcare.,0.916,0.87,1772,0.01176,0.95,False,True,False,False,0.912
task_01882,safety_guarded_model,Simulated Safety Guarded Model response for safety_sensitive_answer in healthcare.,0.856,0.99,1255,0.007448,0.97,False,True,False,False,0.9387
task_01882,finance_domain_model,Simulated Finance Domain Model response for safety_sensitive_answer in healthcare.,0.696,0.88,1117,0.005292,0.95,False,True,False,False,0.842
task_01882,healthcare_domain_model,Simulated Healthcare Domain Model response for safety_sensitive_answer in healthcare.,0.976,0.98,1163,0.00588,0.96,False,True,False,False,0.972
task_01882,code_specialist_model,Simulated Code Specialist Model response for safety_sensitive_answer in healthcare.,0.686,0.64,933,0.004312,0.94,False,True,False,False,0.7553
task_01882,cheap_batch_model,Simulated Cheap Batch Model response for safety_sensitive_answer in healthcare.,0.356,0.58,703,0.000353,0.93,False,False,False,False,0.622
task_01882,experimental_canary_model,Simulated Experimental Canary Model response for safety_sensitive_answer in healthcare.,0.836,0.84,1048,0.004116,0.9,False,True,False,False,0.8587
task_01882,fallback_model,Simulated Fallback Model response for safety_sensitive_answer in healthcare.,0.636,0.91,795,0.001764,0.99,False,True,False,False,0.8453
task_01883,fast_small_model,Simulated Fast Small Model response for batch_low_risk_summary in customer_support.,0.68,0.68,187,0.00056,0.94,False,True,False,False,0.7667
task_01883,balanced_general_model,Simulated Balanced General Model response for batch_low_risk_summary in customer_support.,0.81,0.82,552,0.00256,0.96,False,True,False,False,0.8633
task_01883,accurate_large_model,Simulated Accurate Large Model response for batch_low_risk_summary in customer_support.,0.92,0.87,1147,0.0096,0.95,False,True,False,False,0.9133
task_01883,safety_guarded_model,Simulated Safety Guarded Model response for batch_low_risk_summary in customer_support.,0.86,0.96,765,0.00608,0.97,False,True,False,False,0.93
task_01883,finance_domain_model,Simulated Finance Domain Model response for batch_low_risk_summary in customer_support.,0.7,0.88,663,0.00432,0.95,False,True,False,False,0.8433
task_01883,healthcare_domain_model,Simulated Healthcare Domain Model response for batch_low_risk_summary in customer_support.,0.71,0.94,697,0.0048,0.96,False,True,False,False,0.87
task_01883,code_specialist_model,Simulated Code Specialist Model response for batch_low_risk_summary in customer_support.,0.69,0.76,527,0.00352,0.94,False,True,False,False,0.7967
task_01883,cheap_batch_model,Simulated Cheap Batch Model response for batch_low_risk_summary in customer_support.,0.8,0.7,357,0.000288,0.93,False,True,False,False,0.81
task_01883,experimental_canary_model,Simulated Experimental Canary Model response for batch_low_risk_summary in customer_support.,0.92,0.84,612,0.00336,0.9,False,True,False,False,0.8867
task_01883,fallback_model,Simulated Fallback Model response for batch_low_risk_summary in customer_support.,0.64,0.91,425,0.00144,0.99,False,True,False,False,0.8467
task_01884,fast_small_model,Simulated Fast Small Model response for classification in software_engineering.,0.684,0.68,198,0.00063,0.94,False,True,False,False,0.768
task_01884,balanced_general_model,Simulated Balanced General Model response for classification in software_engineering.,0.814,0.82,585,0.00288,0.96,False,True,False,False,0.8647
task_01884,accurate_large_model,Simulated Accurate Large Model response for classification in software_engineering.,0.924,0.87,1215,0.0108,0.95,False,True,False,False,0.9147
task_01884,safety_guarded_model,Simulated Safety Guarded Model response for classification in software_engineering.,0.864,0.96,810,0.00684,0.97,False,True,False,False,0.9313
task_01884,finance_domain_model,Simulated Finance Domain Model response for classification in software_engineering.,0.704,0.88,702,0.00486,0.95,False,True,False,False,0.8447
task_01884,healthcare_domain_model,Simulated Healthcare Domain Model response for classification in software_engineering.,0.714,0.94,738,0.0054,0.96,False,True,False,False,0.8713
task_01884,code_specialist_model,Simulated Code Specialist Model response for classification in software_engineering.,0.874,0.76,558,0.00396,0.94,False,True,False,False,0.858
task_01884,cheap_batch_model,Simulated Cheap Batch Model response for classification in software_engineering.,0.544,0.7,378,0.000324,0.93,False,False,False,False,0.7247
task_01884,experimental_canary_model,Simulated Experimental Canary Model response for classification in software_engineering.,0.924,0.84,648,0.00378,0.9,False,True,False,False,0.888
task_01884,fallback_model,Simulated Fallback Model response for classification in software_engineering.,0.644,0.91,450,0.00162,0.99,False,True,False,False,0.848
task_01885,fast_small_model,Simulated Fast Small Model response for extraction in general_business.,0.636,0.68,209,0.00035,0.94,False,True,False,False,0.752
task_01885,balanced_general_model,Simulated Balanced General Model response for extraction in general_business.,0.766,0.82,617,0.0016,0.96,False,True,False,False,0.8487
task_01885,accurate_large_model,Simulated Accurate Large Model response for extraction in general_business.,0.876,0.87,1282,0.006,0.95,False,True,False,False,0.8987
task_01885,safety_guarded_model,Simulated Safety Guarded Model response for extraction in general_business.,0.816,0.96,855,0.0038,0.97,False,True,False,False,0.9153
task_01885,finance_domain_model,Simulated Finance Domain Model response for extraction in general_business.,0.836,0.88,741,0.0027,0.95,False,True,False,False,0.8887
task_01885,healthcare_domain_model,Simulated Healthcare Domain Model response for extraction in general_business.,0.846,0.94,779,0.003,0.96,False,True,False,False,0.9153
